Word;Part of speech;Translation;example;theme
to perceive;verb;ru: воспринимать -- ua: сприймати;He perceives things differently. + She perceives him as a friend. + They perceive the situation as dangerous.;ua: базові дієслова -- ru: базовые глаголы
to perform;verb;ru: выступать / выполнять -- ua: виступати / виконувати;He performed on stage. + She performed an experiment. + They performed well in the competition.;ua: базові дієслова -- ru: базовые глаголы
to permit;verb;ru: разрешать -- ua: дозволяти;The law permits it. + He permitted them to enter. + She does not permit smoking inside.;ua: базові дієслова -- ru: базовые глаголы
to persuade;verb;ru: убеждать -- ua: переконувати;He persuaded her to stay. + She persuaded him to try. + They persuaded the manager to change the rules.;ua: базові дієслова -- ru: базовые глаголы
to phone;verb;ru: звонить -- ua: телефонувати;He phoned his mother. + She phoned me last night. + They phoned the office.;ua: базові дієслова -- ru: базовые глаголы
to photograph;verb;ru: фотографировать -- ua: фотографувати;He photographed the sunset. + She photographs animals. + They photographed the event.;ua: базові дієслова -- ru: базовые глаголы
to pick;verb;ru: выбирать / собирать -- ua: вибирати / збирати;He picked a book. + She picked flowers. + They picked apples.;ua: базові дієслова -- ru: базовые глаголы
to picture;verb;ru: представлять -- ua: уявляти;He pictured himself on the beach. + She pictured a better future. + They pictured their dream home.;ua: базові дієслова -- ru: базовые глаголы
to place;verb;ru: размещать -- ua: розміщувати;He placed the book on the table. + She placed an order. + They placed the chairs in a row.;ua: базові дієслова -- ru: базовые глаголы
to plan;verb;ru: планировать -- ua: планувати;He planned the trip. + She planned the party. + They planned their future together.;ua: базові дієслова -- ru: базовые глаголы
to play;verb;ru: играть -- ua: грати;He plays football. + She plays the piano. + They played a game.;ua: базові дієслова -- ru: базовые глаголы
to point;verb;ru: указывать -- ua: вказувати;He pointed at the map. + She pointed out the mistake. + They pointed in the right direction.;ua: базові дієслова -- ru: базовые глаголы
